uncertainty_case,scenario,alternative_id,alternative,mean_score,mean_rank,win_rate,top3_rate,trials
baseline_uncertainty,enterprise_control_plane,codex_cli,Codex CLI,4.080463850245636,4.8053333333333335,0.010666666666666666,0.20933333333333334,1500
baseline_uncertainty,enterprise_control_plane,flue,Flue,3.943573217643948,7.0873333333333335,0.006666666666666667,0.058,1500
baseline_uncertainty,enterprise_control_plane,opencode,OpenCode,3.9124789810693437,7.708,0.0,0.008,1500
baseline_uncertainty,enterprise_control_plane,goose,goose,3.819182740675756,9.188,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,swe_agent,SWE-agent,3.6764874570164094,11.012,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,sandcastle,Sandcastle,3.570077954108557,12.012,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,aider,Aider,3.5322681913154823,12.452666666666667,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,mini_swe_agent,mini-SWE-agent,3.241573286954975,14.175333333333333,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,omni_agent,Omni Agent,3.0203291791899263,14.698666666666666,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,omniagent,OmniAgent,2.4427324597814057,15.974666666666666,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,anchor,Anchor,1.829479522455355,16.929333333333332,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,openhands_sdk,OpenHands Software Agent SDK,4.235165707772879,2.034666666666667,0.3526666666666667,0.9266666666666666,1500
low_uncertainty,custom_orchestrator_platform,cline,Cline / Cline SDK,4.2346888935389595,2.03,0.352,0.938,1500
low_uncertainty,custom_orchestrator_platform,deep_agents,Deep Agents,4.2038977369794335,2.674,0.242,0.768,1500
low_uncertainty,custom_orchestrator_platform,omnigent,Omnigent,3.992910936582047,6.788666666666667,0.02266666666666667,0.09333333333333334,1500
low_uncertainty,custom_orchestrator_platform,open_swe,Open SWE,4.083165019088787,5.099333333333333,0.017333333333333333,0.13533333333333333,1500
low_uncertainty,custom_orchestrator_platform,openhands_agent_canvas,OpenHands Agent Canvas,4.052309435310664,5.738,0.013333333333333334,0.09733333333333333,1500
low_uncertainty,custom_orchestrator_platform,flue,Flue,4.004047059756226,6.719333333333333,0.0,0.021333333333333333,1500
low_uncertainty,custom_orchestrator_platform,codex_cli,Codex CLI,4.044373766918884,5.886666666666667,0.0,0.02,1500
low_uncertainty,custom_orchestrator_platform,opencode,OpenCode,3.924419954457956,8.363333333333333,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,goose,goose,3.829420400717578,9.768666666666666,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,swe_agent,SWE-agent,3.70746120403195,11.049333333333333,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,sandcastle,Sandcastle,3.588407811496786,12.186,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,aider,Aider,3.5320505532421285,12.725333333333333,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,mini_swe_agent,mini-SWE-agent,3.355463576504755,13.988666666666667,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,omni_agent,Omni Agent,3.0274041385709594,14.964,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,omniagent,OmniAgent,2.4871805401293843,15.986,0.0,0.0,1500
low_uncertainty,custom_orchestrator_platform,anchor,Anchor,1.804332467552049,16.998,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,codex_cli,Codex CLI,4.218207982353154,2.191333333333333,0.368,0.8513333333333334,1500
low_uncertainty,secure_autonomous_prs,cline,Cline / Cline SDK,4.196917592451953,2.691333333333333,0.22466666666666665,0.7213333333333334,1500
low_uncertainty,secure_autonomous_prs,openhands_sdk,OpenHands Software Agent SDK,4.199559749220502,2.6266666666666665,0.21933333333333332,0.7493333333333333,1500
low_uncertainty,secure_autonomous_prs,open_swe,Open SWE,4.131949716318224,4.128,0.09533333333333334,0.32266666666666666,1500
low_uncertainty,secure_autonomous_prs,deep_agents,Deep Agents,4.109672004029706,4.564666666666667,0.052,0.21933333333333332,1500
low_uncertainty,secure_autonomous_prs,omnigent,Omnigent,3.968006222338955,6.879333333333333,0.03133333333333333,0.084,1500
low_uncertainty,secure_autonomous_prs,openhands_agent_canvas,OpenHands Agent Canvas,4.013090519045641,6.184666666666667,0.009333333333333334,0.048666666666666664,1500
low_uncertainty,secure_autonomous_prs,flue,Flue,3.925350254177985,7.570666666666667,0.0,0.0033333333333333335,1500
low_uncertainty,secure_autonomous_prs,opencode,OpenCode,3.837699042996015,8.933333333333334,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,goose,goose,3.77986175963482,10.05,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,swe_agent,SWE-agent,3.7513663206059396,10.561333333333334,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,sandcastle,Sandcastle,3.6562355356535337,11.712666666666667,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,aider,Aider,3.5064257563042243,12.945333333333334,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,mini_swe_agent,mini-SWE-agent,3.3112997470240972,14.056,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,omni_agent,Omni Agent,3.038944875948864,14.905333333333333,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,omniagent,OmniAgent,2.308099640959322,16.026666666666667,0.0,0.0,1500
low_uncertainty,secure_autonomous_prs,anchor,Anchor,1.8317377369166485,16.972666666666665,0.0,0.0,1500
low_uncertainty,quick_local_coding,cline,Cline / Cline SDK,4.361041736864025,1.03,0.97,1.0,1500
low_uncertainty,quick_local_coding,openhands_sdk,OpenHands Software Agent SDK,4.226059419061945,2.219333333333333,0.027333333333333334,0.954,1500
low_uncertainty,quick_local_coding,openhands_agent_canvas,OpenHands Agent Canvas,4.013222598932561,6.5553333333333335,0.0013333333333333333,0.09733333333333333,1500
low_uncertainty,quick_local_coding,omnigent,Omnigent,3.833077856724593,10.000666666666667,0.0013333333333333333,0.023333333333333334,1500
low_uncertainty,quick_local_coding,opencode,OpenCode,4.129335005640112,3.828666666666667,0.0,0.45266666666666666,1500
low_uncertainty,quick_local_coding,deep_agents,Deep Agents,4.089355129193874,4.820666666666667,0.0,0.266,1500
low_uncertainty,quick_local_coding,codex_cli,Codex CLI,4.090046736861307,4.75,0.0,0.19,1500
low_uncertainty,quick_local_coding,goose,goose,4.029565503264594,6.244,0.0,0.015333333333333332,1500
low_uncertainty,quick_local_coding,open_swe,Open SWE,3.8586307198767584,9.828666666666667,0.0,0.0013333333333333333,1500
low_uncertainty,quick_local_coding,aider,Aider,3.9538007626261593,8.022666666666666,0.0,0.0,1500
low_uncertainty,quick_local_coding,flue,Flue,3.8544846454331223,9.842,0.0,0.0,1500
low_uncertainty,quick_local_coding,swe_agent,SWE-agent,3.7803603575405664,11.27,0.0,0.0,1500
low_uncertainty,quick_local_coding,mini_swe_agent,mini-SWE-agent,3.6236740924315054,13.159333333333333,0.0,0.0,1500
low_uncertainty,quick_local_coding,sandcastle,Sandcastle,3.5919084426043533,13.428666666666667,0.0,0.0,1500
low_uncertainty,quick_local_coding,omni_agent,Omni Agent,2.892084811217059,15.142666666666667,0.0,0.0,1500
low_uncertainty,quick_local_coding,omniagent,OmniAgent,2.594133736433195,15.915333333333333,0.0,0.0,1500
low_uncertainty,quick_local_coding,anchor,Anchor,2.1701659093960677,16.942,0.0,0.0,1500
low_uncertainty,research_benchmarking,mini_swe_agent,mini-SWE-agent,4.321834033392642,1.5226666666666666,0.694,0.946,1500
low_uncertainty,research_benchmarking,swe_agent,SWE-agent,4.239882958421498,2.206,0.21266666666666667,0.914,1500
low_uncertainty,research_benchmarking,openhands_sdk,OpenHands Software Agent SDK,4.184200713902649,2.8646666666666665,0.074,0.7813333333333333,1500
low_uncertainty,research_benchmarking,deep_agents,Deep Agents,4.027181703901216,5.128666666666667,0.015333333333333332,0.19666666666666666,1500
low_uncertainty,research_benchmarking,aider,Aider,4.045549489146655,4.689333333333333,0.002,0.12866666666666668,1500
low_uncertainty,research_benchmarking,open_swe,Open SWE,3.8505013683331617,7.846,0.002,0.018666666666666668,1500
low_uncertainty,research_benchmarking,cline,Cline / Cline SDK,3.9173670890003494,6.772,0.0,0.007333333333333333,1500
low_uncertainty,research_benchmarking,codex_cli,Codex CLI,3.8910768639415982,7.273333333333333,0.0,0.0033333333333333335,1500
low_uncertainty,research_benchmarking,omnigent,Omnigent,3.3536304186498502,12.662666666666667,0.0,0.0026666666666666666,1500
low_uncertainty,research_benchmarking,opencode,OpenCode,3.8709356243647557,7.644,0.0,0.0013333333333333333,1500
low_uncertainty,research_benchmarking,goose,goose,3.6952541594733326,10.241333333333333,0.0,0.0,1500
low_uncertainty,research_benchmarking,flue,Flue,3.595823892593042,11.18,0.0,0.0,1500
low_uncertainty,research_benchmarking,openhands_agent_canvas,OpenHands Agent Canvas,3.531836334090543,11.712,0.0,0.0,1500
low_uncertainty,research_benchmarking,sandcastle,Sandcastle,3.3138043122173833,13.276,0.0,0.0,1500
low_uncertainty,research_benchmarking,omni_agent,Omni Agent,2.358519966226376,15.511333333333333,0.0,0.0,1500
low_uncertainty,research_benchmarking,omniagent,OmniAgent,2.1780277831292567,15.994666666666667,0.0,0.0,1500
low_uncertainty,research_benchmarking,anchor,Anchor,1.9745967830448605,16.47533333333333,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,cline,Cline / Cline SDK,4.276291783562268,1.3613333333333333,0.7206666666666667,0.988,1500
low_uncertainty,enterprise_control_plane,openhands_sdk,OpenHands Software Agent SDK,4.21085214855695,2.4166666666666665,0.13066666666666665,0.8973333333333333,1500
low_uncertainty,enterprise_control_plane,deep_agents,Deep Agents,4.176800888438853,3.1486666666666667,0.11533333333333333,0.6653333333333333,1500
low_uncertainty,enterprise_control_plane,omnigent,Omnigent,3.9878379327169253,6.759333333333333,0.015333333333333332,0.09733333333333333,1500
low_uncertainty,enterprise_control_plane,openhands_agent_canvas,OpenHands Agent Canvas,4.053546336911772,5.537333333333334,0.009333333333333334,0.13266666666666665,1500
low_uncertainty,enterprise_control_plane,open_swe,Open SWE,4.055797548588584,5.539333333333333,0.008666666666666666,0.106,1500
low_uncertainty,enterprise_control_plane,codex_cli,Codex CLI,4.087165255390184,4.874,0.0,0.106,1500
low_uncertainty,enterprise_control_plane,flue,Flue,3.9560441699466398,7.468666666666667,0.0,0.007333333333333333,1500
low_uncertainty,enterprise_control_plane,opencode,OpenCode,3.9160637477052083,8.266,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,goose,goose,3.8240964369897035,9.676,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,swe_agent,SWE-agent,3.679591858913418,11.149333333333333,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,sandcastle,Sandcastle,3.5760203810512157,12.212,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,aider,Aider,3.538154491868905,12.602,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,mini_swe_agent,mini-SWE-agent,3.2530301949783995,14.144,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,omni_agent,Omni Agent,3.03906614364832,14.858,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,omniagent,OmniAgent,2.437874396472089,15.995333333333333,0.0,0.0,1500
low_uncertainty,enterprise_control_plane,anchor,Anchor,1.8017482864875127,16.992,0.0,0.0,1500
high_score_uncertainty,custom_orchestrator_platform,openhands_sdk,OpenHands Software Agent SDK,4.217075680056351,2.504,0.30133333333333334,0.7893333333333333,1500
high_score_uncertainty,custom_orchestrator_platform,cline,Cline / Cline SDK,4.204057021319221,2.6246666666666667,0.294,0.7466666666666667,1500
high_score_uncertainty,custom_orchestrator_platform,deep_agents,Deep Agents,4.115847595521822,4.03,0.18266666666666667,0.5006666666666667,1500
high_score_uncertainty,custom_orchestrator_platform,open_swe,Open SWE,3.9978972091610667,5.726,0.06533333333333333,0.24533333333333332,1500
high_score_uncertainty,custom_orchestrator_platform,openhands_agent_canvas,OpenHands Agent Canvas,3.9595763797373227,6.344666666666667,0.056666666666666664,0.212,1500
high_score_uncertainty,custom_orchestrator_platform,omnigent,Omnigent,3.762193264215577,8.827333333333334,0.036,0.11133333333333334,1500
high_score_uncertainty,custom_orchestrator_platform,flue,Flue,3.9467366810514166,6.531333333333333,0.035333333333333335,0.16066666666666668,1500
high_score_uncertainty,custom_orchestrator_platform,codex_cli,Codex CLI,4.019125188593152,5.354666666666667,0.023333333333333334,0.18533333333333332,1500
high_score_uncertainty,custom_orchestrator_platform,opencode,OpenCode,3.908396774692292,7.128666666666667,0.004666666666666667,0.034666666666666665,1500
high_score_uncertainty,custom_orchestrator_platform,goose,goose,3.8074973506572825,8.712666666666667,0.0006666666666666666,0.01,1500
high_score_uncertainty,custom_orchestrator_platform,swe_agent,SWE-agent,3.6918032156232408,10.258,0.0,0.0013333333333333333,1500
high_score_uncertainty,custom_orchestrator_platform,sandcastle,Sandcastle,3.5448903210746745,11.676,0.0,0.0013333333333333333,1500
high_score_uncertainty,custom_orchestrator_platform,omni_agent,Omni Agent,2.9239212765537563,14.771333333333333,0.0,0.0013333333333333333,1500
high_score_uncertainty,custom_orchestrator_platform,aider,Aider,3.5143381200247648,12.262,0.0,0.0,1500
high_score_uncertainty,custom_orchestrator_platform,mini_swe_agent,mini-SWE-agent,3.3111953638281992,13.594666666666667,0.0,0.0,1500
high_score_uncertainty,custom_orchestrator_platform,omniagent,OmniAgent,2.4898417669767587,15.872666666666667,0.0,0.0,1500
high_score_uncertainty,custom_orchestrator_platform,anchor,Anchor,1.9413555863343266,16.781333333333333,0.0,0.0,1500
high_score_uncertainty,secure_autonomous_prs,openhands_sdk,OpenHands Software Agent SDK,4.185308030242991,2.9146666666666667,0.238,0.67,1500
high_score_uncertainty,secure_autonomous_prs,codex_cli,Codex CLI,4.187249055720783,2.8866666666666667,0.23066666666666666,0.676,1500
high_score_uncertainty,secure_autonomous_prs,cline,Cline / Cline SDK,4.1676694014944315,3.1233333333333335,0.19866666666666666,0.6193333333333333,1500
high_score_uncertainty,secure_autonomous_prs,deep_agents,Deep Agents,4.048140400213723,4.9206666666666665,0.108,0.338,1500
high_score_uncertainty,secure_autonomous_prs,open_swe,Open SWE,4.036513161727345,5.1,0.10133333333333333,0.30333333333333334,1500
high_score_uncertainty,secure_autonomous_prs,openhands_agent_canvas,OpenHands Agent Canvas,3.9337410963372994,6.537333333333334,0.064,0.18666666666666668,1500
high_score_uncertainty,secure_autonomous_prs,omnigent,Omnigent,3.730729738931118,9.068666666666667,0.03666666666666667,0.10666666666666667,1500
high_score_uncertainty,secure_autonomous_prs,flue,Flue,3.869751572036876,7.518,0.020666666666666667,0.084,1500
high_score_uncertainty,secure_autonomous_prs,sandcastle,Sandcastle,3.613022610365994,10.809333333333333,0.0006666666666666666,0.007333333333333333,1500
high_score_uncertainty,secure_autonomous_prs,goose,goose,3.7685784986584356,9.030666666666667,0.0006666666666666666,0.002,1500
high_score_uncertainty,secure_autonomous_prs,omni_agent,Omni Agent,2.94756795630707,14.589333333333334,0.0006666666666666666,0.0006666666666666666,1500
high_score_uncertainty,secure_autonomous_prs,opencode,OpenCode,3.8249899514641688,8.18,0.0,0.004666666666666667,1500
high_score_uncertainty,secure_autonomous_prs,swe_agent,SWE-agent,3.7393660621090112,9.458666666666666,0.0,0.0013333333333333333,1500
high_score_uncertainty,secure_autonomous_prs,aider,Aider,3.48916541252567,12.415333333333333,0.0,0.0,1500
high_score_uncertainty,secure_autonomous_prs,mini_swe_agent,mini-SWE-agent,3.269016611231417,13.7,0.0,0.0,1500
high_score_uncertainty,secure_autonomous_prs,omniagent,OmniAgent,2.352230875866179,16.032666666666668,0.0,0.0,1500
high_score_uncertainty,secure_autonomous_prs,anchor,Anchor,1.9557226239964611,16.714666666666666,0.0,0.0,1500
high_score_uncertainty,quick_local_coding,cline,Cline / Cline SDK,4.323977585315885,1.6766666666666667,0.6,0.934,1500
high_score_uncertainty,quick_local_coding,openhands_sdk,OpenHands Software Agent SDK,4.210850406304669,2.932,0.20066666666666666,0.7,1500
high_score_uncertainty,quick_local_coding,deep_agents,Deep Agents,4.015832446051259,6.038666666666667,0.06133333333333333,0.23933333333333334,1500
high_score_uncertainty,quick_local_coding,opencode,OpenCode,4.106425082012218,4.463333333333333,0.04,0.36466666666666664,1500
high_score_uncertainty,quick_local_coding,openhands_agent_canvas,OpenHands Agent Canvas,3.9227129950985495,7.518666666666666,0.038,0.15266666666666667,1500
high_score_uncertainty,quick_local_coding,codex_cli,Codex CLI,4.067126331712164,5.078666666666667,0.021333333333333333,0.2733333333333333,1500
high_score_uncertainty,quick_local_coding,omnigent,Omnigent,3.615798951531642,10.962,0.016666666666666666,0.056666666666666664,1500
high_score_uncertainty,quick_local_coding,goose,goose,4.0131686390783505,6.016,0.011333333333333334,0.14733333333333334,1500
high_score_uncertainty,quick_local_coding,flue,Flue,3.800304739744219,9.324,0.004666666666666667,0.050666666666666665,1500
high_score_uncertainty,quick_local_coding,open_swe,Open SWE,3.7910685397609227,9.442,0.004,0.037333333333333336,1500
high_score_uncertainty,quick_local_coding,aider,Aider,3.9209284520195427,7.685333333333333,0.0013333333333333333,0.037333333333333336,1500
high_score_uncertainty,quick_local_coding,omni_agent,Omni Agent,2.827309513114288,15.220666666666666,0.0006666666666666666,0.0006666666666666666,1500
high_score_uncertainty,quick_local_coding,sandcastle,Sandcastle,3.557911932247438,12.056666666666667,0.0,0.004,1500
high_score_uncertainty,quick_local_coding,mini_swe_agent,mini-SWE-agent,3.5652949929260265,12.114666666666666,0.0,0.0013333333333333333,1500
high_score_uncertainty,quick_local_coding,swe_agent,SWE-agent,3.763909542945589,10.088,0.0,0.0006666666666666666,1500
high_score_uncertainty,quick_local_coding,omniagent,OmniAgent,2.5798197076631784,15.844,0.0,0.0,1500
high_score_uncertainty,quick_local_coding,anchor,Anchor,2.2254886226891686,16.538666666666668,0.0,0.0,1500
high_score_uncertainty,research_benchmarking,mini_swe_agent,mini-SWE-agent,4.192780396272349,3.675333333333333,0.27466666666666667,0.6006666666666667,1500
high_score_uncertainty,research_benchmarking,openhands_sdk,OpenHands Software Agent SDK,4.169251048223427,3.7933333333333334,0.18533333333333332,0.524,1500
